player_name,season,expected_goals,actual_goals,expected_assists,actual_assists
Mohamed Yattara,2015-2016,1.5285355504602194,2,1.5027382783591747,2
Oussama Tannane,2015-2016,2.0659250412136316,2,1.5822274181991816,1
Alexander Søderlund,2015-2016,3.846290823072195,2,0.8101310860365629,2
Kévin Monnet-Paquet,2015-2016,3.721560742706061,2,3.832748622633517,2
Jean-Armel Kana-Biyik,2015-2016,0.9689566679298878,2,0.5136947855353355,0
Damien Da Silva,2015-2016,1.864160401746631,2,1.5643199756741524,0
Jeremie Boga,2015-2016,2.1366910245269537,2,1.7875885795801878,1
Julian Palmieri,2015-2016,1.7916383380070329,2,1.5451597459614277,2
Adrien Thomasson,2015-2016,2.55460587143898,2,4.198448105715215,5
Clément Grenier,2015-2016,1.0793874096125364,2,0.7365732938051224,3
Atila Turan,2015-2016,0.9131900514476,2,0.24492263793945313,0
Serge Aurier,2015-2016,3.159092123620212,2,1.9380636364221573,2
Jérémy Sorbon,2015-2016,1.0961902402341366,2,0.10315313190221786,0
Yann Jouffre,2015-2016,2.2839627973735332,2,3.803112620487809,5
Nabil Dirar,2015-2016,2.9208113495260477,2,5.055422391742468,9
Aldo Kalulu,2015-2016,1.9740706123411655,2,0.06890853494405746,0
Ezequiel Lavezzi,2015-2016,1.6732378993183374,2,0.651839017868042,0
Julien Romain,2015-2016,0.359531432390213,2,0.03859736211597919,0
Abdoul Camara,2015-2016,2.154231721535325,2,1.2825763635337353,0
Lucas Ocampos,2015-2016,2.0100803077220917,1,0.6663108300417662,1
Seko Fofana,2015-2016,2.292285481467843,1,0.9829732812941074,2
Wallace,2015-2016,0.7392122289165854,1,0.1559715736657381,0
Jean-Christophe Bahebeck,2015-2016,3.0019710389897227,1,0.4281779611483216,0
David Luiz,2015-2016,1.4053127653896809,1,1.7445458360016346,2
Nampalys Mendy,2015-2016,0.13567874487489462,1,0.33493258990347385,2
Lass,2015-2016,1.6666903430595994,1,0.5530348028987646,1
Mathieu Valbuena,2015-2016,2.3319564051926136,1,5.792883747257292,5
Issa Diop,2015-2016,1.180409682914615,1,0.3839872032403946,0
Yann Bodiger,2015-2016,0.7114638825878501,1,0.5007253419607878,0
Jean-Daniel Akpa-Akpro,2015-2016,1.2485694624483583,1,3.6797820115461946,4
Zinedine Machach,2015-2016,0.33670930191874504,1,1.1179328989237547,1
Adrien Regattin,2015-2016,1.2066038455814123,1,4.317061632871628,4
Marcel Tisserand,2015-2016,1.1344799883663654,1,0.9153277911245824,0
Sylvain Armand,2015-2016,2.405330332927406,1,0.8069366477429867,1
Gelson Fernandes,2015-2016,0.6346832951530814,1,0.3594152480363846,1
Mehdi Zeffane,2015-2016,0.44620345160365105,1,0.4418023265898228,1
Antoine Devaux,2015-2016,2.158543461933732,1,1.0903450213372707,1
Clément Chantôme,2015-2016,1.248406200669706,1,0.45909787667915225,0
Malcom,2015-2016,0.9645013362169266,1,1.8297792728990316,1
Pablo,2015-2016,0.9624604303389788,1,0.05535904504358768,0
Rafael,2015-2016,1.3615158926695583,1,1.2818145928904414,2
Gaetan Perrin,2015-2016,0.7802332937717438,1,0,0
Thiago Silva,2015-2016,1.4001623783260584,1,2.10328833386302,1
Adrien Rabiot,2015-2016,0.7941464092582464,1,0.7686666138470173,1
Thiago Motta,2015-2016,2.233755777589977,1,1.1694514863193035,1
Marquinhos,2015-2016,1.4067328684031963,1,0.7118808925151825,0
Jean-Kevin Augustin,2015-2016,1.4903290141373873,1,0.7312360014766455,0
Maxime Le Marchand,2015-2016,0.7893786784261465,1,0.05295035429298878,0
Mathieu Bodmer,2015-2016,1.0932942628860474,1,1.2108133304864168,1
Romain Genevois,2015-2016,0.8413345813751221,1,0.14032800868153572,0
Niklas Hult,2015-2016,0.8746097534894943,1,0.5849721729755402,0
Lassana Coulibaly,2015-2016,0.5976974042132497,1,0.06464297324419022,0
Hilton,2015-2016,2.2616921444423497,1,0.8866693419404328,1
Adama Soumaoro,2015-2016,1.5423032166436317,1,0.05275722220540047,0
Ibrahim Amadou,2015-2016,1.0488506872206926,1,0.16361340507864952,0
Mounir Obbadi,2015-2016,2.132999360561371,1,4.05366647709161,4
Kader Mangane,2015-2016,1.0313253700733185,1,1.0513105615973473,1
Alassane Toure,2015-2016,0.4618294378742576,1,1.0041828230023384,0
Karim Rekik,2015-2016,0.5065181460231543,1,1.1001733504235744,1
Benjamin Mendy,2015-2016,0.16951035521924496,1,2.216424628160894,1
Jacques-Alaixys Romao,2015-2016,0.2755000367760658,1,0.22542758285999295,1
Rolando,2015-2016,1.5743588283658028,1,0.0774347148835659,0
Guillaume Gillet,2015-2016,1.6433124896138906,1,0.969870213419199,0
Ermir Lenjani,2015-2016,1.612358482554555,1,1.6313753873109818,1
Jules Iloki,2015-2016,2.6768982745707035,1,1.723416045308113,1
João Moutinho,2015-2016,0.9550541080534458,1,3.985108619555831,2
Kylian Mbappe-Lottin,2015-2016,0.4449578933417797,1,0.5972703918814659,1
Fares Bahlouli,2015-2016,0.17202788311988115,1,0.5224557593464851,0
Tiemoué Bakayoko,2015-2016,1.0483104903250933,1,0.1562813911587,0
Stéphane Darbion,2015-2016,3.251506505534053,1,3.63300122320652,2
Chaouki Ben Saada,2015-2016,2.051478860899806,1,1.163736904039979,1
Babacar Gueye,2015-2016,2.4492612332105637,1,0.5340761542320251,2
Quentin Othon,2015-2016,0.05270492192357778,1,0.18282616883516312,0
Walid Mesloub,2015-2016,1.275679187849164,1,5.691670220345259,4
Benjamin Angoua,2015-2016,0.5239785984158516,1,0,0
Ludovic Blas,2015-2016,0.8238729611039162,1,1.3857983415946364,2
Marcus Coco,2015-2016,1.4789183596149087,1,2.0170884374529123,2
Ismael Traoré,2015-2016,1.6246199868619442,1,0.3897058460861445,0
Grégory Bourillon,2015-2016,0.3164782216772437,1,0.01996907405555248,0
Charles Diers,2015-2016,0.8929904103279114,1,0.49513183161616325,0
Goran Karanoviç,2015-2016,1.0890821907669306,1,0.12846766784787178,0
Kévin Théophile-Catherine,2015-2016,0.29640215542167425,1,1.4208683222532272,1
Vincent Pajot,2015-2016,1.6863305438309908,1,1.615360639989376,1
Benjamin Corgnet,2015-2016,0.8789929505437613,1,1.1336431819945574,1
Dennis Appiah,2015-2016,0.7583810472860932,1,1.819713957607746,1
Alaeddine Yahia,2015-2016,2.0931671150028706,1,0.09079889766871928,0
Vincent Bessat,2015-2016,2.030633782967925,1,2.4829134764149785,1
Saidi Ntibazonkiza,2015-2016,1.9263751357793808,1,0.6998000033199787,0
Christian Kouakou,2015-2016,0.443194255232811,1,0,0
Tongo Doumbia,2015-2016,3.240042319521308,1,1.0977416103705764,1
Florian Raspentino,2015-2016,0.8500877991318703,1,0.01057438738644123,0
Lass Diarra,2015-2016,0.28888627607375383,1,0.5309407878667116,1
Abdel Barrada,2015-2016,4.277647953480482,1,6.545475633814931,6
Christophe Jallet,2015-2016,1.937726279720664,1,2.6700311191380024,5
Samuel Umtiti,2015-2016,2.4045873302966356,1,0.04570690169930458,0
Rafidine Abdullah,2015-2016,0.137234790250659,1,0.6072973478585482,0
Moustapha Diallo,2015-2016,1.826496398076415,1,0.3945287689566612,2
Alexandre Mendy,2015-2016,1.696930492296815,1,0.32982233725488186,0
Hervin Ongenda,2015-2016,0.8297279924154282,1,1.3553570583462715,1
Stoppila Sunzu,2015-2016,0.8120753625407815,1,0,0
Joris Marveaux,2015-2016,0.9322882816195488,1,0,0
Thomas Ayasse,2015-2016,0.7260009115561843,1,0.11667785234749316,0
Neal Maupay,2015-2016,0.9169315053150058,1,1.2979420609772203,2
Emmanuel Imorou,2015-2016,0.4495947659015655,1,1.1388870496302843,1
Juan Quintero,2015-2016,0.9069962725043296,1,1.3251896984875202,2
Olivier Boscagli,2015-2016,0.4180879592895508,1,0.3550225794315338,0
Antoine Rabillard,2015-2016,1.089258648455143,1,0,0
Jeff Louis,2015-2016,1.4971276158466935,1,0.8928737752139568,0
Dorian Lévêque,2015-2016,0.3222880940884352,1,0.02723345533013343,0
Frédéric Bulot,2015-2016,1.094960734248161,1,0.9115739548578858,0
Anthony Weber,2015-2016,0.09838225319981576,1,0.05532195698469877,0
Nicolas Pallois,2015-2016,0.7543637687340379,1,0.16131228767335415,1
Valentin Rongier,2015-2016,0.19583933800458908,1,0.2868014704436064,1
Ivan Cavaleiro,2015-2016,1.7757424507290125,1,1.0514177344739437,0
Alexis Alegue,2015-2016,0.7799664232879877,1,0.0501423180103302,0
Milan Gajic,2015-2016,0.08045735955238342,1,0.43623168487101793,0
Nicolas Maurice-Belay,2015-2016,0.4072279212996363,1,1.470287784934044,2
Jonathan Bamba,2015-2016,0.8300843462347984,1,0.18051722645759585,0
Denis Bouanga,2015-2016,0.1898576021194458,1,0.0408250093460083,0
Mickael Le Bihan,2015-2016,1.0404473580420015,1,0.7482260465621948,1
Anthony Martial,2015-2016,0.08177592605352402,0,0.8064165562391281,1
Lamine Koné,2015-2016,0.9713994096964598,0,0.0335807828232646,0
Ola Toivonen,2015-2016,0.0344400443136692,0,0,0
Mathieu Debuchy,2015-2016,0.6199985817074776,0,0.1802810914814472,0
Franck Tabanou,2015-2016,0.1366323046386242,0,0.7293125167489052,0
Stephan El Shaarawy,2015-2016,1.8752936962991953,0,1.620302497409284,0
Mario Lemina,2015-2016,0.29259139858186245,0,0.41933809220790863,0
Anthony Mounier,2015-2016,0.08447412773966789,0,0.04050034284591675,0
Steve Mandanda,2015-2016,0,0,0,0
Javier Manquillo,2015-2016,0.23688252083957195,0,1.5658302847296,1
Jérémy Pied,2015-2016,0.8071500984951854,0,3.875780707225203,3
Milan Bisevac,2015-2016,0,0,0,0
Abdelhamid El Kaoutari,2015-2016,0.10035869479179382,0,0.3432737812399864,0
Yohan Mollo,2015-2016,0.01173741091042757,0,0,0
Alban Lafont,2015-2016,0,0,0,0
Somália,2015-2016,1.16929018124938,0,1.1350455088540912,2
Uros Spajic,2015-2016,0.9026617407798768,0,0,0
François Moubandje,2015-2016,0.06884870864450932,0,0.650196785107255,0
Alexis Blin,2015-2016,0.5003439076244831,0,0.4903284627944231,0
Steeve Yago,2015-2016,0.05623980611562729,0,0.1478574424982071,0
Étienne Didot,2015-2016,0.35994889214634895,0,2.2848959397524595,2
Mauro Goicoechea,2015-2016,0,0,0,0
Benoit Costil,2015-2016,0,0,0.13176192343235016,0
Romain Danze,2015-2016,0.9508811458945274,0,2.0268673319369555,3
Pedro Mendes,2015-2016,0.3208716753870249,0,0.22229657880961895,0
Cheikh M&#039;Bengue,2015-2016,0.4028516933321953,0,0.6646583266556263,0
Benjamin André,2015-2016,1.1288471333682537,0,1.500255562365055,2
Ludovic Baal,2015-2016,0.06655558198690414,0,1.8260751059278848,3
Sebastien Salles-Lamonge,2015-2016,0.13848015666007996,0,0.2008502334356308,0
Johann Carrasso,2015-2016,0,0,0.02013589441776275,0
Antoine Conte,2015-2016,0.2630323227494955,0,0.5033629359677434,0
Jaba Kankava,2015-2016,0.6580914994701743,0,1.0413946183398366,1
Aly Ndom,2015-2016,0.17303219437599182,0,0.22475627437233925,0
Odaïr Fortes,2015-2016,0.5415214532986283,0,0.8799755349755287,0
Omenuke Mfulu,2015-2016,0.17997318133711815,0,0.13034561090171337,0
Mohamed Fofana,2015-2016,0.18495501205325127,0,0.5832177996635437,2
Kossi Agassa,2015-2016,0,0,0,0
Paul Bernardoni,2015-2016,0,0,0,0
Andre Biyogo Poko,2015-2016,1.366459616459906,0,1.17336112447083,1
Frederic Guilbert,2015-2016,0.6819258853793144,0,0.523411937057972,0
Lamine Sané,2015-2016,0.1578723769634962,0,0.07047301903367043,0
Valentin Vada,2015-2016,0.6820573192089796,0,1.6002950090914965,2
Mauro Arambarri,2015-2016,0.4422913566231728,0,0.10102212429046632,0
Jussiê,2015-2016,0.11355014331638812,0,0.5692281723022461,0
Abdou Traoré,2015-2016,0.04827252402901649,0,0.01890051178634166,0
Anthony Lopes,2015-2016,0,0,0,0
Jérémy Morel,2015-2016,0.31964363530278206,0,2.514456769451499,1
Henri Bedimo,2015-2016,0.08187433797866106,0,1.1237520053982737,0
Maxime Gonalons,2015-2016,1.0729494774714112,0,0.9720843471586704,0
Bakary Koné,2015-2016,0.20399360731244087,0,0,0
Zakarie Labidi,2015-2016,0.15023009851574898,0,0,0
Olivier Kemen,2015-2016,0,0,0.09380167722702026,0
Arnold Mvuemba,2015-2016,0.10273249074816704,0,0.2100333422422409,0
Mathieu Gorgelin,2015-2016,0,0,0,0
Kevin Trapp,2015-2016,0,0,0,0
Benjamin Stambouli,2015-2016,0.18114759027957916,0,0.4291049065068364,0
Christopher Nkunku,2015-2016,0.02152876742184162,0,0.03969679772853851,0
Salvatore Sirigu,2015-2016,0,0,0,0
Yoan Cardinale,2015-2016,0,0,0,0
Ricardo Pereira,2015-2016,0.38948578387498856,0,1.8520785626024008,4
Paul Baysse,2015-2016,1.6063002003356814,0,0,0
Remi Walter,2015-2016,0.5761652495712042,0,0.2369575761258602,0
Mouez Hassen,2015-2016,0,0,0,0
Franck Honorat,2015-2016,0.03761665616184473,0,0.02135287411510944,0
Dorian Caddy,2015-2016,1.0315797589719296,0,0.09952618181705476,0
Jean-Louis Leca,2015-2016,0,0,0,0
Francois Modesto,2015-2016,0.30117742996662855,0,0.17392656113952398,0
Mathieu Peybernes,2015-2016,0,0,0.3519183602184057,0
Alexander Djiku,2015-2016,0.07777579128742218,0,0.4439429398626089,0
Florian Marange,2015-2016,0.0488288514316082,0,0.7204886376857758,1
Mehdi Mostefa,2015-2016,0.2947302535176277,0,0.5926779508590698,0
Abdoulaye Keita,2015-2016,0,0,0,0
Thomas Vincensini,2015-2016,0,0,0,0
Laurent Pionnier,2015-2016,0,0,0.16003399901092052,0
William Remy,2015-2016,0.8560898033902049,0,0.6152899190783501,1
Jamel Saihi,2015-2016,0.22773904167115688,0,0.26461973041296005,0
Florian Sotoca,2015-2016,0.2550244927406311,0,0,0
Jonathan Ligali,2015-2016,0,0,0,0
Mathieu Deplagne,2015-2016,0.20738208945840597,0,0.14276234712451696,0
Djamel Bakar,2015-2016,0.24508010782301423,0,0.4462447911500931,0
Vincent Enyeama,2015-2016,0,0,0.0224753301590681,0
Renato Civelli,2015-2016,2.5121555170044303,0,0.2606195155531168,0
Rio Mavuba,2015-2016,0.3381661968305707,0,0.41873734071850777,0
Benjamin Pavard,2015-2016,0.12200512923300266,0,0.20309269055724144,0
Youssouf Kone,2015-2016,0,0,0,0
Junior Tallo,2015-2016,2.687805287539959,0,1.2988710831850767,3
Clément Maury,2015-2016,0,0,0.07031209580600262,1
Issiaga Sylla,2015-2016,0.6709251599386334,0,2.5922741759568453,4
Pablo Martinez,2015-2016,0.2660732585936785,0,0.2543083969503641,1
Jerome Le Moigne,2015-2016,0.47830986697226763,0,0.4222986735403538,1
David Ducourtioux,2015-2016,0.8740085321478546,0,1.75323417596519,3
Amine Chermiti,2015-2016,0.3742910549044609,0,0.01268611475825309,0
Jules Goda,2015-2016,0,0,0,0
Louis Poggi,2015-2016,0.7667277064174414,0,0.3303260188549757,1
Nicolas N&#039;Koulou,2015-2016,0.7479717582464218,0,0.05054028145968914,0
Lucas Silva,2015-2016,0.4369360934942961,0,0.6404741555452347,0
Yohann Pelé,2015-2016,0,0,0,0
Paolo De Ceglie,2015-2016,0.22223761677742004,0,0.25809951312839985,0
Rémy Riou,2015-2016,0,0,0.01364052668213844,0
Lorik Cana,2015-2016,0.3196707060560584,0,0.4360863193869591,0
Oswaldo Vizcarrondo,2015-2016,0.6680856291204691,0,0.4688541293144226,0
Wilfried Moimbé,2015-2016,0.34662521490827203,0,0.927567046135664,1
Rémi Gomis,2015-2016,0.37568826600909233,0,0.2553219338878989,0
Léo Dubois,2015-2016,0.5440951669588685,0,1.1164389438927174,0
Maxime Dupé,2015-2016,0,0,0,0
Birama Touré,2015-2016,0.28489768970757723,0,1.0953459404408932,2
Danijel Subasic,2015-2016,0,0,0.12271977961063384,0
Elderson Echiéjilé,2015-2016,0.7968930555507541,0,1.3693316262215376,1
Jérémy Toulalan,2015-2016,0.15834541618824005,0,0.5353105580434203,1
Paul Nardi,2015-2016,0,0,0,0
Matthieu Dreyer,2015-2016,0,0,0,0
Lossemy Karaboue,2015-2016,1.2061560708098114,0,2.159785089083016,2
Dusan Veskovac,2015-2016,0,0,0,0
Anele Ngcongca,2015-2016,0.2463489435613155,0,0.08760106610134244,0
Mouhamadou Dabo,2015-2016,0.11576680187135936,0,0.09383330028504132,0
Brayan Perea,2015-2016,1.1010321602225304,0,0.23492090590298176,0
Yoann Court,2015-2016,1.601645428687334,0,0.6801026714965701,0
Alois Confais,2015-2016,0.06088746339082718,0,0.14673557318747044,1
Benjamin Lecomte,2015-2016,0,0,0.01278639212250709,0
Pape Paye,2015-2016,0.09488482400774956,0,0.088900126516819,0
Lindsay Rose,2015-2016,0.3251880817115307,0,0.04685030505061149,0
Francois Bellugou,2015-2016,0.11126619670540094,0,0.5639897808432579,1
Maxime Barthelme,2015-2016,1.5168399661779404,0,3.355186527594924,5
Rémi Mulumba,2015-2016,0.2676345929503441,0,0,0
Romain Philippoteaux,2015-2016,0.7040345873683691,0,1.806720806285739,3
Vincent Le Goff,2015-2016,0.2376870270818472,0,0.5241947025060654,0
Alain Traoré,2015-2016,0.02091051638126373,0,0,0
Marvin Gakpa,2015-2016,0.02450701221823692,0,0.06107042357325554,0
Florent Chaigneau,2015-2016,0,0,0,0
Jonas Lössl,2015-2016,0,0,0.01410347316414117,0
Jonathan Pereira,2015-2016,0.6217277757823467,0,2.6141696432605386,5
Christophe Kerbrat,2015-2016,0.4095416441559792,0,0.4397758543491363,0
Lars Jacobsen,2015-2016,0.14840112812817097,0,1.3057585386559367,3
Julien Cardy,2015-2016,0.5972140114754438,0,0.3386627249419689,0
Reynald Lemaître,2015-2016,0,0,0.3094669543206692,0
Maxime Baca,2015-2016,0,0,0.0804128646850586,0
Laurent Dos Santos,2015-2016,0.00640651956200599,0,0.13777577131986618,0
Alexandre Letellier,2015-2016,0,0,0.06370246037840843,0
Vincent Manceau,2015-2016,0.075211719609797,0,0.5655932575464249,1
Yoann Andreu,2015-2016,0.2109097046777606,0,0.9217935856431724,1
Gael Angoula,2015-2016,0.02784961182624101,0,0.4034325508400798,0
Denis Petric,2015-2016,0,0,0,0
Stéphane Ruffier,2015-2016,0,0,0.039796382188797,0
Florentin Pogba,2015-2016,0.4556274339556694,0,0.28160155937075615,1
Jérémy Clément,2015-2016,0.0736311599612236,0,0.2953221369534731,1
Fabien Lemoine,2015-2016,0.4579885667189956,0,0.5009655524045229,1
Benoit Assou-Ekotto,2015-2016,0.224780703894794,0,0.6926929904147983,0
Ronael Pierre Gabriel,2015-2016,0,0,0.01602858304977417,0
Ole Selnaes,2015-2016,0.02644671499729156,0,0.03213023766875267,0
Rémy Vercoutre,2015-2016,0,0,0,0
Jordan Adeoti,2015-2016,0.9533138368278742,0,0.08563768304884434,0
Jordan Leborgne,2015-2016,0.3494042009115219,0,0.6320121856406331,1
Alexandre Raineau,2015-2016,0,0,0,0
Herve Bazile,2015-2016,1.4941521864384413,0,2.0670295348390937,3
Chaker Alhadhur,2015-2016,0,0,0.08276865724474192,0
Jean-Victor Makengo,2015-2016,0.02467775996774435,0,0.08926085755228996,0
